# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-06-25 19:59:27 EDT       (nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01570500 Susquehanna River at Harrisburg, PA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01570500
#            TS   parameter     Description
#        122065       00060     Discharge, cubic feet per second
#        122066       00065     Gage height, feet
#        122072       00045     Precipitation, total, inches
#        122073       00010     Temperature, water, degrees Celsius, WALNUT ST PIER
#        122074       00095     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius, WALNUT ST PIER
#        122075       00400     pH, water, unfiltered, field, standard units, WALNUT ST PIER
#        122076       00300     Dissolved oxygen, water, unfiltered, milligrams per liter, WALNUT ST PIER
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	122065_00060	122065_00060_cd	122066_00065	122066_00065_cd	122073_00010	122073_00010_cd	122074_00095	122074_00095_cd
USGS	01570500	2017-09-23 03:30	EDT	6780	A	3.29	A	24.4	A	381	A
USGS	01570500	2017-09-23 04:00	EDT	6780	A	3.29	A	24.3	A	381	A
USGS	01570500	2017-09-23 04:30	EDT	6780	A	3.29	A	24.2	A	381	A
USGS	01570500	2017-09-23 05:00	EDT	6780	A	3.29	A	24.0	A	382	A
USGS	01570500	2017-09-23 05:30	EDT	6780	A	3.29	A	23.9	A	382	A
USGS	01570500	2017-09-23 06:00	EDT	6780	A	3.29	A	23.8	A	382	A
USGS	01570500	2017-09-23 06:30	EDT	6780	A	3.29	A	23.6	A	382	A
USGS	01570500	2017-09-23 07:00	EDT	6780	A	3.29	A	23.4	A	382	A
USGS	01570500	2017-09-23 07:30	EDT	6780	A	3.29	A	23.2	A	382	A
USGS	01570500	2017-09-23 08:00	EDT	6780	A	3.29	A	23.1	A	382	A
USGS	01570500	2017-09-23 08:30	EDT	6670	A	3.28	A	23.0	A	382	A
USGS	01570500	2017-09-23 09:00	EDT	6670	A	3.28	A	23.0	A	382	A
USGS	01570500	2017-09-23 09:30	EDT	6670	A	3.28	A	23.0	A	383	A
USGS	01570500	2017-09-23 10:00	EDT	6670	A	3.28	A	23.1	A	383	A
USGS	01570500	2017-09-23 10:30	EDT	6670	A	3.28	A	23.2	A	382	A
USGS	01570500	2017-09-23 11:00	EDT	6670	A	3.28	A	23.4	A	382	A
USGS	01570500	2017-09-23 11:30	EDT	6670	A	3.28	A	23.6	A	381	A
USGS	01570500	2017-09-23 12:00	EDT	6670	A	3.28	A	23.8	A	380	A
USGS	01570500	2017-09-23 12:30	EDT	6560	A	3.27	A	24.0	A	380	A
USGS	01570500	2017-09-23 13:00	EDT	6560	A	3.27	A	24.3	A	380	A
USGS	01570500	2017-09-23 13:30	EDT	6560	A	3.27	A	24.6	A	379	A
USGS	01570500	2017-09-23 14:00	EDT	6560	A	3.27	A	24.9	A	378	A
USGS	01570500	2017-09-23 14:30	EDT	6560	A	3.27	A	25.1	A	379	A
USGS	01570500	2017-09-23 15:00	EDT	6560	A	3.27	A	25.4	A	378	A
USGS	01570500	2017-09-23 15:30	EDT	6560	A	3.27	A	25.6	A	378	A
USGS	01570500	2017-09-23 16:00	EDT	6460	A	3.26	A	25.7	A	377	A
USGS	01570500	2017-09-23 16:30	EDT	6460	A	3.26	A	25.8	A	376	A
USGS	01570500	2017-09-23 17:00	EDT	6460	A	3.26	A	25.8	A	376	A
USGS	01570500	2017-09-23 17:30	EDT	6460	A	3.26	A	25.9	A	376	A
USGS	01570500	2017-09-23 18:00	EDT	6460	A	3.26	A	25.8	A	375	A
USGS	01570500	2017-09-23 18:30	EDT	6460	A	3.26	A	25.8	A	374	A
USGS	01570500	2017-09-23 19:00	EDT	6460	A	3.26	A	25.8	A	374	A
USGS	01570500	2017-09-23 19:30	EDT	6460	A	3.26	A	25.6	A	373	A
USGS	01570500	2017-09-23 20:00	EDT	6460	A	3.26	A	25.5	A	373	A
USGS	01570500	2017-09-23 20:30	EDT	6460	A	3.26	A	25.4	A	373	A
USGS	01570500	2017-09-23 21:00	EDT	6460	A	3.26	A	25.3	A	373	A
USGS	01570500	2017-09-23 21:30	EDT	6460	A	3.26	A	25.2	A	373	A
USGS	01570500	2017-09-23 22:00	EDT	6460	A	3.26	A	25.1	A	372	A
USGS	01570500	2017-09-23 22:30	EDT	6460	A	3.26	A	25.0	A	373	A
USGS	01570500	2017-09-23 23:00	EDT	6460	A	3.26	A	24.9	A	373	A
USGS	01570500	2017-09-23 23:30	EDT	6460	A	3.26	A	24.9	A	373	A
USGS	01570500	2017-09-24 00:00	EDT	6460	A	3.26	A	24.8	A	373	A
USGS	01570500	2017-09-24 00:30	EDT	6460	A	3.26	A	24.8	A	373	A
USGS	01570500	2017-09-24 01:00	EDT	6460	A	3.26	A	24.7	A	372	A
USGS	01570500	2017-09-24 01:30	EDT	6460	A	3.26	A	24.7	A	372	A
USGS	01570500	2017-09-24 02:00	EDT	6460	A	3.26	A	24.6	A	372	A
USGS	01570500	2017-09-24 02:30	EDT	6460	A	3.26	A	24.5	A	373	A
USGS	01570500	2017-09-24 03:00	EDT	6460	A	3.26	A	24.4	A	373	A
USGS	01570500	2017-09-24 03:30	EDT	6460	A	3.26	A	24.3	A	373	A
USGS	01570500	2017-09-24 04:00	EDT	6460	A	3.26	A	24.2	A	373	A
USGS	01570500	2017-09-24 04:30	EDT	6460	A	3.26	A	24.1	A	373	A
USGS	01570500	2017-09-24 05:00	EDT	6460	A	3.26	A	24.0	A	373	A
USGS	01570500	2017-09-24 05:30	EDT	6460	A	3.26	A	23.9	A	374	A
USGS	01570500	2017-09-24 06:00	EDT	6460	A	3.26	A	23.8	A	374	A
USGS	01570500	2017-09-24 06:30	EDT	6460	A	3.26	A	23.7	A	374	A
USGS	01570500	2017-09-24 07:00	EDT	6460	A	3.26	A	23.7	A	374	A
USGS	01570500	2017-09-24 07:30	EDT	6460	A	3.26	A	23.6	A	374	A
USGS	01570500	2017-09-24 08:00	EDT	6350	A	3.25	A	23.5	A	374	A
USGS	01570500	2017-09-24 08:30	EDT	6350	A	3.25	A	23.5	A	374	A
USGS	01570500	2017-09-24 09:00	EDT	6350	A	3.25	A	23.4	A	374	A
USGS	01570500	2017-09-24 09:30	EDT	6350	A	3.25	A	23.4	A	374	A
USGS	01570500	2017-09-24 10:00	EDT	6350	A	3.25	A	23.4	A	375	A
USGS	01570500	2017-09-24 10:30	EDT	6350	A	3.25	A	23.5	A	374	A
USGS	01570500	2017-09-24 11:00	EDT	6350	A	3.25	A	23.6	A	374	A
USGS	01570500	2017-09-24 11:30	EDT	6250	A	3.24	A	23.9	A	374	A
USGS	01570500	2017-09-24 12:00	EDT	6350	A	3.25	A	24.2	A	373	A
USGS	01570500	2017-09-24 12:30	EDT	6250	A	3.24	A	24.5	A	373	A
USGS	01570500	2017-09-24 13:00	EDT	6250	A	3.24	A	24.8	A	374	A
USGS	01570500	2017-09-24 13:30	EDT	6250	A	3.24	A	25.1	A	373	A
USGS	01570500	2017-09-24 14:00	EDT	6250	A	3.24	A	25.4	A	373	A
USGS	01570500	2017-09-24 14:30	EDT	6250	A	3.24	A	25.7	A	373	A
USGS	01570500	2017-09-24 15:00	EDT	6250	A	3.24	A	26.0	A	373	A
USGS	01570500	2017-09-24 15:30	EDT	6140	A	3.23	A	26.2	A	372	A
USGS	01570500	2017-09-24 16:00	EDT	6140	A	3.23	A	26.4	A	372	A
USGS	01570500	2017-09-24 16:30	EDT	6140	A	3.23	A	26.6	A	372	A
USGS	01570500	2017-09-24 17:00	EDT	6140	A	3.23	A	26.7	A	372	A
USGS	01570500	2017-09-24 17:30	EDT	6140	A	3.23	A	26.8	A	371	A
USGS	01570500	2017-09-24 18:00	EDT	6140	A	3.23	A	26.8	A	371	A
USGS	01570500	2017-09-24 18:30	EDT	6140	A	3.23	A	26.8	A	370	A
USGS	01570500	2017-09-24 19:00	EDT	6140	A	3.23	A	26.7	A	370	A
USGS	01570500	2017-09-24 19:30	EDT	6140	A	3.23	A	26.6	A	369	A
USGS	01570500	2017-09-24 20:00	EDT	6140	A	3.23	A	26.5	A	369	A
USGS	01570500	2017-09-24 20:30	EDT	6140	A	3.23	A	26.4	A	368	A
USGS	01570500	2017-09-24 21:00	EDT	6140	A	3.23	A	26.3	A	369	A
USGS	01570500	2017-09-24 21:30	EDT	6140	A	3.23	A	26.2	A	368	A
USGS	01570500	2017-09-24 22:00	EDT	6140	A	3.23	A	26.0	A	368	A
USGS	01570500	2017-09-24 22:30	EDT	6140	A	3.23	A	25.9	A	367	A
USGS	01570500	2017-09-24 23:00	EDT	6140	A	3.23	A	25.8	A	367	A
USGS	01570500	2017-09-24 23:30	EDT	6140	A	3.23	A	25.8	A	367	A
USGS	01570500	2017-09-25 00:00	EDT	6140	A	3.23	A	25.7	A	366	A
USGS	01570500	2017-09-25 00:30	EDT	6140	A	3.23	A	25.7	A	366	A
USGS	01570500	2017-09-25 01:00	EDT	6140	A	3.23	A	25.6	A	366	A
USGS	01570500	2017-09-25 01:30	EDT	6140	A	3.23	A	25.6	A	366	A
USGS	01570500	2017-09-25 02:00	EDT	6140	A	3.23	A	25.5	A	366	A
USGS	01570500	2017-09-25 02:30	EDT	6140	A	3.23	A	25.4	A	366	A
USGS	01570500	2017-09-25 03:00	EDT	6140	A	3.23	A	25.4	A	366	A
USGS	01570500	2017-09-25 03:30	EDT	6140	A	3.23	A	25.3	A	366	A
USGS	01570500	2017-09-25 04:00	EDT	6140	A	3.23	A	25.2	A	366	A
USGS	01570500	2017-09-25 04:30	EDT	6140	A	3.23	A	25.2	A	366	A
USGS	01570500	2017-09-25 05:00	EDT	6140	A	3.23	A	25.1	A	366	A
USGS	01570500	2017-09-25 05:30	EDT	6140	A	3.23	A	25.0	A	367	A
USGS	01570500	2017-09-25 06:00	EDT	6140	A	3.23	A	25.0	A	367	A
USGS	01570500	2017-09-25 06:30	EDT	6140	A	3.23	A	24.9	A	367	A
USGS	01570500	2017-09-25 07:00	EDT	6140	A	3.23	A	24.8	A	367	A
USGS	01570500	2017-09-25 07:30	EDT	6040	A	3.22	A	24.8	A	367	A
USGS	01570500	2017-09-25 08:00	EDT	6040	A	3.22	A	24.7	A	367	A
USGS	01570500	2017-09-25 08:30	EDT	6040	A	3.22	A	24.7	A	367	A
USGS	01570500	2017-09-25 09:00	EDT	6040	A	3.22	A	24.7	A	367	A
USGS	01570500	2017-09-25 09:30	EDT	6040	A	3.22	A	24.7	A	367	A
USGS	01570500	2017-09-25 10:00	EDT	6040	A	3.22	A	24.7	A	368	A
USGS	01570500	2017-09-25 10:30	EDT	6040	A	3.22	A	24.8	A	368	A
USGS	01570500	2017-09-25 11:00	EDT	6040	A	3.22	A	25.0	A	368	A
USGS	01570500	2017-09-25 11:30	EDT	6040	A	3.22	A	25.2	A	368	A
USGS	01570500	2017-09-25 12:00	EDT	5940	A	3.21	A	25.4	A	367	A
USGS	01570500	2017-09-25 12:30	EDT	5940	A	3.21	A	25.7	A	367	A
USGS	01570500	2017-09-25 13:00	EDT	5940	A	3.21	A	26.0	A	367	A
USGS	01570500	2017-09-25 13:30	EDT	5940	A	3.21	A	26.3	A	367	A
USGS	01570500	2017-09-25 14:00	EDT	5940	A	3.21	A	26.6	A	367	A
USGS	01570500	2017-09-25 14:30	EDT	5940	A	3.21	A	27.0	A	367	A
USGS	01570500	2017-09-25 15:00	EDT	5940	A	3.21	A	27.3	A	367	A
USGS	01570500	2017-09-25 15:30	EDT	5840	A	3.20	A	27.6	A	367	A
USGS	01570500	2017-09-25 16:00	EDT	5840	A	3.20	A	27.8	A	366	A
USGS	01570500	2017-09-25 16:30	EDT	5840	A	3.20	A	28.0	A	367	A
USGS	01570500	2017-09-25 17:00	EDT	5840	A	3.20	A	28.1	A	367	A
USGS	01570500	2017-09-25 17:30	EDT	5840	A	3.20	A	28.1	A	366	A
USGS	01570500	2017-09-25 18:00	EDT	5840	A	3.20	A	28.1	A	367	A
USGS	01570500	2017-09-25 18:30	EDT	5840	A	3.20	A	28.0	A	366	A
USGS	01570500	2017-09-25 19:00	EDT	5840	A	3.20	A	27.9	A	366	A
USGS	01570500	2017-09-25 19:30	EDT	5840	A	3.20	A	27.8	A	366	A
USGS	01570500	2017-09-25 20:00	EDT	5840	A	3.20	A	27.7	A	366	A
USGS	01570500	2017-09-25 20:30	EDT	5840	A	3.20	A	27.6	A	366	A
USGS	01570500	2017-09-25 21:00	EDT	5840	A	3.20	A	27.4	A	366	A
USGS	01570500	2017-09-25 21:30	EDT	5840	A	3.20	A	27.3	A	366	A
USGS	01570500	2017-09-25 22:00	EDT	5840	A	3.20	A	27.2	A	366	A
USGS	01570500	2017-09-25 22:30	EDT	5840	A	3.20	A	27.1	A	366	A
USGS	01570500	2017-09-25 23:00	EDT	5840	A	3.20	A	27.0	A	365	A
USGS	01570500	2017-09-25 23:30	EDT	5840	A	3.20	A	27.0	A	366	A
USGS	01570500	2017-09-26 00:00	EDT	5840	A	3.20	A	27.0	A	365	A
USGS	01570500	2017-09-26 00:30	EDT	5840	A	3.20	A	26.9	A	364	A
USGS	01570500	2017-09-26 01:00	EDT	5840	A	3.20	A	26.9	A	364	A
USGS	01570500	2017-09-26 01:30	EDT	5840	A	3.20	A	26.8	A	364	A
USGS	01570500	2017-09-26 02:00	EDT	5840	A	3.20	A	26.7	A	364	A
USGS	01570500	2017-09-26 02:30	EDT	5840	A	3.20	A	26.6	A	363	A
USGS	01570500	2017-09-26 03:00	EDT	5840	A	3.20	A	26.6	A	364	A
USGS	01570500	2017-09-26 03:30	EDT	5840	A	3.20	A	26.5	A	359	A
USGS	01570500	2017-09-26 04:00	EDT	5840	A	3.20	A	26.4	A	354	A
USGS	01570500	2017-09-26 04:30	EDT	5840	A	3.20	A	26.3	A	351	A
USGS	01570500	2017-09-26 05:00	EDT	5840	A	3.20	A	26.3	A	351	A
USGS	01570500	2017-09-26 05:30	EDT	5840	A	3.20	A	26.2	A	351	A
USGS	01570500	2017-09-26 06:00	EDT	5840	A	3.20	A	26.1	A	348	A
USGS	01570500	2017-09-26 06:30	EDT	5840	A	3.20	A	26.0	A	348	A
USGS	01570500	2017-09-26 07:00	EDT	5840	A	3.20	A	25.9	A	352	A
USGS	01570500	2017-09-26 07:30	EDT	5840	A	3.20	A	25.8	A	352	A
USGS	01570500	2017-09-26 08:00	EDT	5840	A	3.20	A	25.8	A	364	A
USGS	01570500	2017-09-26 08:30	EDT	5840	A	3.20	A	25.7	A	365	A
USGS	01570500	2017-09-26 09:00	EDT	5840	A	3.20	A	25.7	A	365	A
USGS	01570500	2017-09-26 09:30	EDT	5840	A	3.20	A	25.7	A	365	A
USGS	01570500	2017-09-26 10:00	EDT	5840	A	3.20	A	25.8	A	365	A
USGS	01570500	2017-09-26 10:30	EDT	5840	A	3.20	A	25.9	A	365	A
USGS	01570500	2017-09-26 11:00	EDT	5740	A	3.19	A	26.0	A	365	A
USGS	01570500	2017-09-26 11:30	EDT	5740	A	3.19	A	26.2	A	365	A
USGS	01570500	2017-09-26 12:00	EDT	5740	A	3.19	A	26.4	A	365	A
USGS	01570500	2017-09-26 12:30	EDT	5740	A	3.19	A	26.7	A	365	A
USGS	01570500	2017-09-26 13:00	EDT	5740	A	3.19	A	27.0	A	365	A
USGS	01570500	2017-09-26 13:30	EDT	5740	A	3.19	A	27.2	A	365	A
USGS	01570500	2017-09-26 14:00	EDT	5640	A	3.18	A	27.5	A	365	A
USGS	01570500	2017-09-26 14:30	EDT	5640	A	3.18	A	27.8	A	365	A
USGS	01570500	2017-09-26 15:00	EDT	5640	A	3.18	A	28.0	A	365	A
USGS	01570500	2017-09-26 15:30	EDT	5640	A	3.18	A	28.2	A	365	A
USGS	01570500	2017-09-26 16:00	EDT	5640	A	3.18	A	28.2	A	365	A
USGS	01570500	2017-09-26 16:30	EDT	5640	A	3.18	A	28.4	A	365	A
USGS	01570500	2017-09-26 17:00	EDT	5640	A	3.18	A	28.5	A	365	A
USGS	01570500	2017-09-26 17:30	EDT	5640	A	3.18	A	28.5	A	366	A
USGS	01570500	2017-09-26 18:00	EDT	5640	A	3.18	A	28.4	A	365	A
USGS	01570500	2017-09-26 18:30	EDT	5640	A	3.18	A	28.4	A	365	A
USGS	01570500	2017-09-26 19:00	EDT	5640	A	3.18	A	28.3	A	365	A
USGS	01570500	2017-09-26 19:30	EDT	5640	A	3.18	A	28.1	A	365	A
USGS	01570500	2017-09-26 20:00	EDT	5640	A	3.18	A	28.0	A	366	A
USGS	01570500	2017-09-26 20:30	EDT	5640	A	3.18	A	27.8	A	366	A
USGS	01570500	2017-09-26 21:00	EDT	5640	A	3.18	A	27.7	A	366	A
USGS	01570500	2017-09-26 21:30	EDT	5640	A	3.18	A	27.6	A	366	A
USGS	01570500	2017-09-26 22:00	EDT	5640	A	3.18	A	27.5	A	366	A
USGS	01570500	2017-09-26 22:30	EDT	5640	A	3.18	A	27.4	A	366	A
USGS	01570500	2017-09-26 23:00	EDT	5640	A	3.18	A	27.3	A	367	A
USGS	01570500	2017-09-26 23:30	EDT	5640	A	3.18	A	27.3	A	366	A
USGS	01570500	2017-09-27 00:00	EDT	5640	A	3.18	A	27.1	A	365	A
USGS	01570500	2017-09-27 00:30	EDT	5640	A	3.18	A	27.0	A	365	A
USGS	01570500	2017-09-27 01:00	EDT	5640	A	3.18	A	26.9	A	365	A
USGS	01570500	2017-09-27 01:30	EDT	5640	A	3.18	A	26.9	A	364	A
USGS	01570500	2017-09-27 02:00	EDT	5640	A	3.18	A	26.8	A	364	A
USGS	01570500	2017-09-27 02:30	EDT	5640	A	3.18	A	26.8	A	364	A
USGS	01570500	2017-09-27 03:00	EDT	5640	A	3.18	A	26.8	A	365	A
USGS	01570500	2017-09-27 03:30	EDT	5640	A	3.18	A	26.7	A	365	A
USGS	01570500	2017-09-27 04:00	EDT	5640	A	3.18	A	26.7	A	364	A
USGS	01570500	2017-09-27 04:30	EDT	5640	A	3.18	A	26.6	A	364	A
USGS	01570500	2017-09-27 05:00	EDT	5640	A	3.18	A	26.5	A	364	A
USGS	01570500	2017-09-27 05:30	EDT	5640	A	3.18	A	26.4	A	365	A
USGS	01570500	2017-09-27 06:00	EDT	5640	A	3.18	A	26.3	A	365	A
USGS	01570500	2017-09-27 06:30	EDT	5640	A	3.18	A	26.2	A	365	A
USGS	01570500	2017-09-27 07:00	EDT	5640	A	3.18	A	26.1	A	365	A
USGS	01570500	2017-09-27 07:30	EDT	5640	A	3.18	A	25.9	A	365	A
USGS	01570500	2017-09-27 08:00	EDT	5540	A	3.17	A	25.8	A	365	A
USGS	01570500	2017-09-27 08:30	EDT	5540	A	3.17	A	25.7	A	365	A
USGS	01570500	2017-09-27 09:00	EDT	5540	A	3.17	A	25.6	A	365	A
USGS	01570500	2017-09-27 09:30	EDT	5540	A	3.17	A	25.6	A	365	A
USGS	01570500	2017-09-27 10:00	EDT	5540	A	3.17	A	25.6	A	365	A
USGS	01570500	2017-09-27 10:30	EDT	5540	A	3.17	A	25.7	A	365	A
USGS	01570500	2017-09-27 11:00	EDT	5540	A	3.17	A	25.9	A	365	A
USGS	01570500	2017-09-27 11:30	EDT	5540	A	3.17	A	26.1	A	365	A
USGS	01570500	2017-09-27 12:00	EDT	5540	A	3.17	A	26.4	A	365	A
USGS	01570500	2017-09-27 12:30	EDT	5540	A	3.17	A	26.7	A	365	A
USGS	01570500	2017-09-27 13:00	EDT	5540	A	3.17	A	27.0	A	365	A
USGS	01570500	2017-09-27 13:30	EDT	5540	A	3.17	A	27.3	A	365	A
USGS	01570500	2017-09-27 14:00	EDT	5440	A	3.16	A	27.6	A	365	A
USGS	01570500	2017-09-27 14:30	EDT	5440	A	3.16	A	27.9	A	366	A
USGS	01570500	2017-09-27 15:00	EDT	5440	A	3.16	A	28.1	A	366	A
USGS	01570500	2017-09-27 15:30	EDT	5440	A	3.16	A	28.3	A	366	A
USGS	01570500	2017-09-27 16:00	EDT	5440	A	3.16	A	28.4	A	366	A
USGS	01570500	2017-09-27 16:30	EDT	5440	A	3.16	A	28.6	A	366	A
USGS	01570500	2017-09-27 17:00	EDT	5440	A	3.16	A	28.6	A	367	A
USGS	01570500	2017-09-27 17:30	EDT	5340	A	3.15	A	28.6	A	366	A
USGS	01570500	2017-09-27 18:00	EDT	5340	A	3.15	A	28.6	A	367	A
USGS	01570500	2017-09-27 18:30	EDT	5340	A	3.15	A	28.6	A	367	A
USGS	01570500	2017-09-27 19:00	EDT	5340	A	3.15	A	28.4	A	366	A
USGS	01570500	2017-09-27 19:30	EDT	5340	A	3.15	A	28.4	A	368	A
USGS	01570500	2017-09-27 20:00	EDT	5340	A	3.15	A	28.2	A	367	A
USGS	01570500	2017-09-27 20:30	EDT	5340	A	3.15	A	28.1	A	368	A
USGS	01570500	2017-09-27 21:00	EDT	5340	A	3.15	A	27.9	A	368	A
USGS	01570500	2017-09-27 21:30	EDT	5340	A	3.15	A	27.8	A	369	A
USGS	01570500	2017-09-27 22:00	EDT	5340	A	3.15	A	27.7	A	369	A
USGS	01570500	2017-09-27 22:30	EDT	5340	A	3.15	A	27.5	A	369	A
USGS	01570500	2017-09-27 23:00	EDT	5340	A	3.15	A	27.4	A	369	A
USGS	01570500	2017-09-27 23:30	EDT	5340	A	3.15	A	27.3	A	369	A
USGS	01570500	2017-09-28 00:00	EDT	5340	A	3.15	A	27.2	A	369	A
USGS	01570500	2017-09-28 00:30	EDT	5340	A	3.15	A	27.1	A	368	A
USGS	01570500	2017-09-28 01:00	EDT	5340	A	3.15	A	27.1	A	368	A
USGS	01570500	2017-09-28 01:30	EDT	5340	A	3.15	A	27.0	A	368	A
USGS	01570500	2017-09-28 02:00	EDT	5340	A	3.15	A	27.0	A	368	A
USGS	01570500	2017-09-28 02:30	EDT	5340	A	3.15	A	26.8	A	367	A
USGS	01570500	2017-09-28 03:00	EDT	5340	A	3.15	A	26.8	A	367	A
USGS	01570500	2017-09-28 03:30	EDT	5440	A	3.16	A	26.7	A	368	A
USGS	01570500	2017-09-28 04:00	EDT	5340	A	3.15	A	26.5	A	367	A
USGS	01570500	2017-09-28 04:30	EDT	5340	A	3.15	A	26.4	A	367	A
USGS	01570500	2017-09-28 05:00	EDT	5340	A	3.15	A	26.3	A	367	A
USGS	01570500	2017-09-28 05:30	EDT	5440	A	3.16	A	26.1	A	367	A
USGS	01570500	2017-09-28 06:00	EDT	5340	A	3.15	A	25.9	A	368	A
USGS	01570500	2017-09-28 06:30	EDT	5340	A	3.15	A	25.6	A	369	A
USGS	01570500	2017-09-28 07:00	EDT	5340	A	3.15	A	25.4	A	369	A
USGS	01570500	2017-09-28 07:30	EDT	5340	A	3.15	A	25.1	A	368	A
USGS	01570500	2017-09-28 08:00	EDT	5340	A	3.15	A	24.9	A	368	A
USGS	01570500	2017-09-28 08:30	EDT	5250	A	3.14	A	24.6	A	370	A
USGS	01570500	2017-09-28 09:00	EDT	5250	A	3.14	A	24.4	A	370	A
USGS	01570500	2017-09-28 09:30	EDT	5150	A	3.13	A	24.2	A	371	A
USGS	01570500	2017-09-28 10:00	EDT	5250	A	3.14	A	24.0	A	370	A
USGS	01570500	2017-09-28 10:30	EDT	5250	A	3.14	A	23.9	A	369	A
USGS	01570500	2017-09-28 11:00	EDT	5250	A	3.14	A	23.8	A	369	A
USGS	01570500	2017-09-28 11:30	EDT	5250	A	3.14	A	23.9	A	369	A
USGS	01570500	2017-09-28 12:00	EDT	5250	A	3.14	A	23.9	A	369	A
USGS	01570500	2017-09-28 12:30	EDT	5250	A	3.14	A	24.0	A	368	A
USGS	01570500	2017-09-28 13:00	EDT	5150	A	3.13	A	24.3	A	368	A
USGS	01570500	2017-09-28 13:30	EDT	5150	A	3.13	A	24.5	A	368	A
USGS	01570500	2017-09-28 14:00	EDT	5150	A	3.13	A	24.7	A	369	A
USGS	01570500	2017-09-28 14:30	EDT	5150	A	3.13	A	24.9	A	368	A
USGS	01570500	2017-09-28 15:00	EDT	5060	A	3.12	A	25.0	A	368	A
USGS	01570500	2017-09-28 15:30	EDT	5150	A	3.13	A	25.2	A	369	A
USGS	01570500	2017-09-28 16:00	EDT	5060	A	3.12	A	25.2	A	369	A
USGS	01570500	2017-09-28 16:30	EDT	5060	A	3.12	A	25.2	A	369	A
USGS	01570500	2017-09-28 17:00	EDT	5060	A	3.12	A	25.2	A	369	A
USGS	01570500	2017-09-28 17:30	EDT	5060	A	3.12	A	25.1	A	370	A
USGS	01570500	2017-09-28 18:00	EDT	5060	A	3.12	A	25.0	A	369	A
USGS	01570500	2017-09-28 18:30	EDT	5060	A	3.12	A	24.9	A	370	A
USGS	01570500	2017-09-28 19:00	EDT	5060	A	3.12	A	24.6	A	370	A
USGS	01570500	2017-09-28 19:30	EDT	5060	A	3.12	A	24.5	A	371	A
USGS	01570500	2017-09-28 20:00	EDT	5060	A	3.12	A	24.2	A	372	A
USGS	01570500	2017-09-28 20:30	EDT	5060	A	3.12	A	24.0	A	371	A
USGS	01570500	2017-09-28 21:00	EDT	5060	A	3.12	A	23.8	A	372	A
USGS	01570500	2017-09-28 21:30	EDT	5060	A	3.12	A	23.6	A	372	A
USGS	01570500	2017-09-28 22:00	EDT	5060	A	3.12	A	23.4	A	373	A
USGS	01570500	2017-09-28 22:30	EDT	5060	A	3.12	A	23.2	A	373	A
USGS	01570500	2017-09-28 23:00	EDT	5060	A	3.12	A	23.0	A	373	A
USGS	01570500	2017-09-28 23:30	EDT	5060	A	3.12	A	22.8	A	374	A
USGS	01570500	2017-09-29 00:00	EDT	5060	A	3.12	A	22.6	A	374	A
USGS	01570500	2017-09-29 00:30	EDT	5060	A	3.12	A	22.3	A	373	A
USGS	01570500	2017-09-29 01:00	EDT	5060	A	3.12	A	22.2	A	373	A
USGS	01570500	2017-09-29 01:30	EDT	5060	A	3.12	A	22.0	A	373	A
USGS	01570500	2017-09-29 02:00	EDT	5060	A	3.12	A	21.9	A	373	A
USGS	01570500	2017-09-29 02:30	EDT	5060	A	3.12	A	21.8	A	372	A
USGS	01570500	2017-09-29 03:00	EDT	5060	A	3.12	A	21.7	A	372	A
USGS	01570500	2017-09-29 03:30	EDT	5060	A	3.12	A	21.5	A	372	A
USGS	01570500	2017-09-29 04:00	EDT	5060	A	3.12	A	21.4	A	372	A
USGS	01570500	2017-09-29 04:30	EDT	5060	A	3.12	A	21.4	A	371	A
USGS	01570500	2017-09-29 05:00	EDT	5060	A	3.12	A	21.4	A	371	A
USGS	01570500	2017-09-29 05:30	EDT	5060	A	3.12	A	21.3	A	371	A
USGS	01570500	2017-09-29 06:00	EDT	5060	A	3.12	A	21.2	A	372	A
USGS	01570500	2017-09-29 06:30	EDT	5060	A	3.12	A	21.1	A	372	A
USGS	01570500	2017-09-29 07:00	EDT	5060	A	3.12	A	21.0	A	371	A
USGS	01570500	2017-09-29 07:30	EDT	5060	A	3.12	A	21.0	A	371	A
USGS	01570500	2017-09-29 08:00	EDT	5060	A	3.12	A	21.0	A	374	A
USGS	01570500	2017-09-29 08:30	EDT	5060	A	3.12	A	20.9	A	370	A
USGS	01570500	2017-09-29 09:00	EDT	5060	A	3.12	A	20.9	A	370	A
