Sample	Month	Year	DateMMDDYY	CollectionAgency	StationName	Latitude	Depth	Depth_Percentage	WTEMP	DO	CHLA	SALINITY	NO2F	NH4F	PC	PHEO	NO3F	Discharge_Susquehanna_14	day_length
SB080717TAWCSCB62D9BR1TR1I448	8	17	080717	ODU	CB62	37.48679999999996	9.0	0.8780487804878049	25.534	4.3	3.738	20.15	0.0171	0.0664	0.6294900000000001	1.1214	0.00205	466083.33333333343	0.6321034111873499
SB080717TAWCSCB63D10BR1TR1I440	8	17	080717	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	25.51	6.79	8.544	18.38	0.0021	0.0038	0.8836700000000001	1.3243200000000002	-0.0004	524660.4166666667	0.645348113229551
SB082817TAWCSCB63D10BR1TR1I474	8	17	082817	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	23.925	7.7	6.6216	17.99	0.0002	0.0038	0.77709	1.45248	0.0001	158044.58333333337	0.23449138957040755
SB080717TAWCSCB72D20BR1TR1I443	8	17	080717	ODU	CB72	37.41152999999999	1.0	0.04669260700389105	25.599	7.77	6.408	18.92	0.0007	0.0038	0.9658	0.39516	-0.0002	466083.33333333343	0.6321034111873499
SB080717TAWCSCB63D10BR1TR1I449	8	17	080717	ODU	CB63	37.41152999999998	10.0	0.8791208791208791	25.103	4.49	3.9516	22.53	0.0096	0.0831	0.63052	1.2816	0.0019	524660.4166666667	0.645348113229551
SB082817TAWCSCB63D10BR1TR1I483	8	17	082817	ODU	CB63	37.41152999999998	10.0	0.7912087912087912	23.896	4.98	2.67	25.1	0.0172	0.0896	0.76831	3.03045	0.0045	158044.58333333337	0.23449138957040755
SB080717TAWCSCB72D20BR1TR1I452	8	17	080717	ODU	CB72	37.41152999999998	20.0	0.980544747081712	24.889	4.59	2.67	24.27	0.0046	0.0886	1.00189	4.806	0.0016	466083.33333333343	0.6321034111873499
SB080717TAWCSCB73D12BR1TR1I444	8	17	080717	ODU	CB73	37.11681	1.0	0.0760233918128655	25.968000000000004	7.62	5.1798	21.66	0.0005	0.0038	0.7436550000000001	0.46458	0.0	466083.33333333343	0.6321034111873499
SB082817TAWCSCB73D12BR1TR1I478	8	17	082817	ODU	CB73	37.11681	1.0	0.0760233918128655	24.839	8.0	4.9128	22.66	0.0002	0.0038	0.70775	0.84372	0.0001	181655.2083333333	0.3171912885891047
SB080717TAWCSCB73D12BR1TR1I453	8	17	080717	ODU	CB73	37.11681	12.0	0.912280701754386	23.38	6.36	3.5244	27.92	0.0013	0.0284	0.4479	2.0078400000000003	0.0013	466083.33333333343	0.6321034111873499
SB091817TAWCSCB33CD5BR1TR1I490	9	17	091817	DNR	CB33C	38.995959999999975	1.0	0.0	24.9	9.1	19.865	13.33	0.0009	0.005	1.77	2.115	0.0006	82687.70833333331	-0.12447926388678733
SB091817TAWCSCB33CD24BR1TR1I495	9	17	091817	DNR	CB33C	38.995959999999975	24.0	0.9469790382244144	23.6	1.3	0.961	19.17	0.00205	0.013	0.465	0.765	0.19845	82687.70833333331	-0.12447926388678733
SB091817TAWCSCB42CD26BR1TR1I497	9	17	091817	DNR	CB42C	38.64618	26.0	0.943310657596372	23.4	3.9	0.6409999999999999	21.2	0.0979	0.013	0.24	0.74	0.0181	82687.70833333331	-0.12447926388678733
SB091817TAWCSCB43CD27BR1TR1I498	9	17	091817	DNR	CB43C	38.55505000000002	27.0	0.9801980198019802	23.5	4.3	0.6409999999999999	21.76	0.0656	0.035	1.45	0.74	0.0068	82687.70833333331	-0.12447926388678733
SB091817TAWCSCB44D5BR1TR1I489	9	17	091817	DNR	CB44	38.414570000000026	1.0	0.0	25.0	9.1	8.697000000000001	14.46	0.0009	0.006	1.21	0.809	0.0005	85835.41666666666	-0.10738134666416167
SB091817TAWCSCB44D31BR1TR1I499	9	17	091817	DNR	CB44	38.41457000000001	31.0	0.9647302904564315	23.5	4.8	0.915	22.46	0.0361	0.058	0.24	0.74	0.0036	85835.41666666666	-0.10738134666416167
SB091817TAWCSCB51D33BR1TR1I500	9	17	091817	DNR	CB51	38.318700000000014	33.0	0.9580645161290324	23.5	4.9	1.068	22.88	0.0288	0.051	0.368	0.961	0.0044	85835.41666666666	-0.10738134666416167
SB091817TAWCSCB53D5BR1TR1I488	9	17	091817	DNR	CB53	37.91011000000001	1.0	0.0	24.9	8.5	5.981	14.06	0.0007	0.006999999999999999	1.11	0.897	0.0061	85835.41666666666	-0.10738134666416167
SB091817TAWCSCB53D25BR2TR1I503	9	17	091817	DNR	CB53	37.91011	25.0	0.9395973154362416	23.6	5.1		24.3						85835.41666666666	-0.10738134666416167
SB091817TAWCSCB54D25BR2TR1I505	9	17	091817	ODU	CB54	37.80012999999999	1.0	0.03118908382066277	24.661	8.55	7.476	14.99	0.0005	0.0038	1.10314	0.332	-0.0002	97762.5	-0.03872228089217528
SB091817TAWCSCB71D20BR1TR1I510	9	17	091817	ODU	CB71	37.683459999999975	1.0	0.05555555555555555	24.032	8.08	7.6896	19.44	0.0006	0.0038	0.8519899999999999	1.13208	-0.0003	97762.5	-0.03872228089217528
SB091817TAWCSCB71D20BR1TR1I520	9	17	091817	ODU	CB71	37.683459999999975	20.0	1.0	23.392	6.05	3.6045	23.69	0.0072	0.0433	1.17307	5.08635	0.0032	97762.5	-0.03872228089217528
SB091817TAWCSCB62D9BR1TR1I507	9	17	091817	ODU	CB62	37.4868	1.0	0.0975609756097561	24.194000000000006	7.64	5.874	16.74	0.0005	0.0038	0.72947	1.0039200000000001	-0.0002	95527.91666666666	-0.05591699010060341
SB091817TAWCSCB62D9BR1TR1I517	9	17	091817	ODU	CB62	37.48680000000001	9.0	0.975609756097561	23.614	5.47	2.8035	24.36	0.0075	0.0437	0.99702	3.64455	0.0037	95527.91666666666	-0.05591699010060341
SB091817TAWCSCB72D20BR1TR1I511	9	17	091817	ODU	CB72	37.41152999999999	1.0	0.04669260700389105	23.67	7.75	4.272	19.39	0.0002	0.0038	0.61892	0.6621600000000001	0.0002	97762.5	-0.03872228089217528
SB091817TAWCSCB63D10BR1TR1I508	9	17	091817	ODU	CB63	37.41152999999999	1.0	0.08791208791208792	23.865	7.97	4.4856	16.51	0.0004	0.0038	0.7006899999999999	0.67284	-0.0001	97762.5	-0.03872228089217528
SB091817TAWCSCB63D10BR1TR1I518	9	17	091817	ODU	CB63	37.41153	10.0	0.8791208791208791	23.616	6.0		24.27						97762.5	-0.03872228089217528
SB091817TAWCSCB72D20BR1TR1I521	9	17	091817	ODU	CB72	37.41152999999998	20.0	0.9338521400778208	23.519	6.06	4.9395	29.3	0.0022	0.0416	0.70626	3.56445	0.0014	97762.5	-0.03872228089217528
SB091817TAWCSCB73D12BR1TR1I522	9	17	091817	ODU	CB73	37.11681	12.0	0.9883040935672516	23.803	6.27	3.3375	27.34	0.0018	0.0299	1.32692	4.3254	0.0013	95527.91666666666	-0.05591699010060341
