"StationName"	"depth_float"	"Latitude"	"Longitude"	"RawCount"	"TrimCount"	"CollectionAgency"	"sequencing_ID"	"Month"	"Year"	"Month_Year"	"julian_day"	"day_length"	"anti_day_length"	"julian_seconds"	"Depth_Percentage"	"Discharge_James_14"	"Discharge_Susquehanna_14"	"enspie"	"faith_pd"	"WTEMP"	"SALINITY"	"DO"	"PH"	"habitat"
"SB060517TAWCSCB51D33BR1TR1I364"	"CB51"	33	38.3187	-76.29215	96798	56281	"DNR"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	49500	0.958064516129032	249662.916666667	576329.166666667	39.6035731469771	35.372026	18.7	19.73	2.7	7.4	2
"SB060517TAWCSCB53D5BR1TR1I352"	"CB53"	0	37.91011	-76.17137	147261	86490	"DNR"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	39660	0	249662.916666667	576329.166666667	48.263155173371	41.422445	22.3	10.3	8.9	8.4	3
"SB060517TAWCSCB53D25BR2TR1I367"	"CB53"	26	37.91011	-76.17137	117053	68252	"DNR"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	39660	0.977181208053691	249662.916666667	576329.166666667	52.4421831709022	37.9418155	19.5	21.41	3.7	7.5	2
"SB062617TAWCSCB53D25BR1TR1I366"	"CB53"	25	37.91011	-76.17137	246926	125912	"DNR"	"spr14"	6	17	"06 17"	919	0.993746580436178	0.111659007121696	39780	0.939597315436242	70498.75	461008.333333333	49.5810506324971	46.495631	21.5	19.11	0.8	7.3	2
"SB060517TAWCSCB54D25BR1TR1I368"	"CB54"	1	37.80013	-76.17466	139915	83809	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	50160	0.0311890838206628	249662.916666667	576329.166666667	65.2485836036162	38.6381175	22.884	11.65	9.59	8.54	3
"SB060517TAWCSCB54D25BR1TR1I377"	"CB54"	25	37.80013	-76.17466	779994	464363	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	50160	0.779727095516569	249662.916666667	576329.166666667	39.574119150293	39.7925425	19.745	21.78	3.95	7.71	2
"SB060517TAWCSCB71D20BR1TR1I374"	"CB71"	1	37.68346	-75.98966	134262	82243	"ODU"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	28920	0.0555555555555556	249327.291666667	588862.5	37.4035996856376	32.4898055	22.222	16.04	7.96	8.36	3
"SB060517TAWCSCB71D20BR1TR1I383"	"CB71"	16	37.68346	-75.98966	214148	125552	"ODU"	"e_15_1"	6	17	"06 17"	900	0.976938492777182	-0.213520915439795	28920	0.888888888888889	249327.291666667	588862.5	42.5218662281425	40.7843155	20.316	21.38	4.32	7.81	2
"SB060517TAWCSCB61D11BR1TR1I370"	"CB61"	1	37.58847	-76.16216	241127	145231	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	43620	0.0826446280991736	249662.916666667	576329.166666667	42.0568014961377	32.5260715	22.69	14.58	8.97	8.31	3
"SB060517TAWCSCB61D11BR1TR1I379"	"CB61"	11	37.58847	-76.16216	907759	551660	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	43620	0.909090909090909	249662.916666667	576329.166666667	34.2411438716476	38.169346	19.594	21.25	2.93	7.56	2
"SB060517TAWCSCB62D9BR1TR1I371"	"CB62"	1	37.4868	-76.15633	198413	119135	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	37380	0.0975609756097561	249662.916666667	576329.166666667	41.8924889618332	32.6515075	22.596	14.03	9.12	8.31	3
"SB060517TAWCSCB62D9BR1TR1I380"	"CB62"	9	37.4868	-76.15633	286400	168853	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	37380	0.878048780487805	249662.916666667	576329.166666667	44.4212164398566	39.299781	20.278	21.07	4.01	7.63	2
"SB060517TAWCSCB63D10BR1TR1I372"	"CB63"	1	37.41153	-76.15966	186704	111249	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	34860	0.0879120879120879	249662.916666667	576329.166666667	35.3698283917211	31.2089745	22.551	14.44	9.02	8.2	3
"SB060517TAWCSCB63D10BR1TR1I381"	"CB63"	10	37.41153	-76.15966	285797	175166	"ODU"	"e_15_1"	6	17	"06 17"	899	0.973118337233262	-0.230305670230613	34860	0.879120879120879	249662.916666667	576329.166666667	47.4149829891903	38.5216705	20.513	21.65	4.21	7.6	2
"SB060517TAWCSCB73D12BR1TR1I376"	"CB73"	1	37.11681	-76.12521	161824	98672	"ODU"	"e_15_1"	6	17	"06 17"	907	0.995521372414475	-0.0945367498172005	40620	0.0760233918128655	91049.0625	711922.916666667	48.2618676723251	33.8722475	25.263	17.43	8.21	8.15	3
"SB060517TAWCSCB73D12BR1TR1I385"	"CB73"	12	37.11681	-76.12521	49967	30299	"ODU"	"e_15_1"	6	17	"06 17"	907	0.995521372414475	-0.0945367498172005	40620	0.912280701754386	91049.0625	711922.916666667	73.7234908730733	47.175459	18.986	29.59	6.24	7.86	2
"SB071017TAWCSCB22D11BR2TR1I390"	"CB22"	11	39.34873	-76.17579	349675	212880	"DNR"	"e_15_1"	7	17	"07 17"	935	0.92592477719385	0.377707965203965	35700	0.912442396313364	34380.1041666667	294008.333333333	16.0957365478742	28.954401	27.1	1.12	6.6	7.5	1
"SB071017TAWCSCB31D13BR1TR1I391"	"CB31"	13	39.2495	-76.2405	131185	79147	"DNR"	"e_15_1"	7	17	"07 17"	935	0.92592477719385	0.377707965203965	33420	0.933908045977012	34380.1041666667	294008.333333333	28.8471734205313	35.931054	25.5	6.31	3	7.3	1
"SB071017TAWCSCB32D10BR1TR1I392"	"CB32"	11	39.16369	-76.30631	147666	83435	"DNR"	"spr14"	7	17	"07 17"	935	0.92592477719385	0.377707965203965	31140	0.888888888888889	34380.1041666667	294008.333333333	67.4157380644935	46.8205615	23.6	10.95	0.48	7.2	1
"SB071017TAWCSCB33CD5BR1TR1I388"	"CB33C"	0	38.99596	-76.35967	129461	79508	"DNR"	"e_15_1"	7	17	"07 17"	934	0.932289213174513	0.361713730729768	53880	0	35425.3125	305929.166666667	49.3823290480309	42.2017505	27	7.43	7.9	8.2	3
"SB071717TAWCSCB33CD2BR1TR1I576"	"CB33C"	2	38.9979187338577	-76.3591160886891	64688	39541	"Preheim"	"e_15_2"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	34560	0.0789149198520345	29979.2708333333	292847.916666667	34.0464516351437	35.418459	27.21	7.63	6.38	7.83	1
"SB071717TAWCSCB33CD6BR1TR1I578"	"CB33C"	6	38.9979187338577	-76.3591160886891	440282	232439	"Preheim"	"spr14"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	35880	0.236744759556104	29979.2708333333	292847.916666667	28.6881131007645	51.6080175	25.79	10.84	2.34	7.23	1
"SB071717TAWCSCB33CD10BR1TR1I580"	"CB33C"	10	38.9979187338577	-76.3591160886891	310864	160919	"Preheim"	"spr14"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	36780	0.394574599260173	29979.2708333333	292847.916666667	19.0858747547881	50.479734	23.34	16.89	0.21	7.16	2
"SB071717TAWCSCB33CD12BR1TR1I581"	"CB33C"	12	38.9979187338577	-76.3591160886891	171141	91283	"Preheim"	"spr14"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	37260	0.473489519112207	29979.2708333333	292847.916666667	27.6605648604239	50.729376	23.27	18.17	0.19	7.18	2
"SB071717TAWCSCB33CD14BR1TR1I582"	"CB33C"	14	38.9979187338577	-76.3591160886891	55355	21163	"Preheim"	"spr14"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	37680	0.552404438964242	29979.2708333333	292847.916666667	35.4055400618327	47.8013725	23.25	18.32	0.13	7.19	2
"SB071017TAWCSCB33CD24BR1TR1I393"	"CB33C"	24	38.99596	-76.3596699999999	309443	189702	"DNR"	"e_15_1"	7	17	"07 17"	934	0.932289213174513	0.361713730729768	53880	0.946979038224414	35425.3125	305929.166666667	13.5912952471631	46.265652	22.7	13.53	0.39	7.2	2
"SB071017TAWCSCB42CD26BR1TR1I395"	"CB42C"	26	38.64618	-76.42127	154323	89993	"DNR"	"e_15_1"	7	17	"07 17"	934	0.932289213174513	0.361713730729768	40680	0.943310657596372	35425.3125	305929.166666667	38.559860769796	48.7613085	22.6	17.11	0.41	7.3	2
"SB071017TAWCSCB43CD27BR1TR1I396"	"CB43C"	26	38.55505	-76.42794	179269	110498	"DNR"	"e_15_1"	7	17	"07 17"	934	0.932289213174513	0.361713730729768	35160	0.943894389438944	35425.3125	305929.166666667	47.441955371897	52.7880065	22.8	17.45	0.41	7.3	2
"SB071017TAWCSCB44D5BR1TR1I387"	"CB44"	0	38.41457	-76.34565	218759	128829	"DNR"	"e_15_1"	7	17	"07 17"	933	0.938377391740865	0.345612312670731	44700	0	36723.4375	318483.333333333	34.802843817901	34.3758065	27.4	10.95	9.6	8.4	3
"SB071017TAWCSCB44D31BR1TR1I397"	"CB44"	31	38.41457	-76.34565	179962	107572	"DNR"	"e_15_1"	7	17	"07 17"	933	0.938377391740865	0.345612312670731	44700	0.964730290456432	36723.4375	318483.333333333	77.1326106710676	47.523295	24.6	19.73	1.4	7.4	2
"SB071017TAWCSCB51D33BR1TR1I398"	"CB51"	33	38.3187	-76.29215	135307	82023	"DNR"	"e_15_1"	7	17	"07 17"	933	0.938377391740865	0.345612312670731	41400	0.958064516129032	36723.4375	318483.333333333	62.9948975535754	43.480889	24.7	20.85	1.6	7.4	2
"SB071017TAWCSCB54D25BR1TR1I402"	"CB54"	1	37.80013	-76.17466	174032	103994	"ODU"	"e_15_1"	7	17	"07 17"	936	0.919285969718611	0.393590276656466	51420	0.0311890838206628	33365.3125	283752.083333333	27.1973861632154	33.6233035	28.699	13.32	8.62	8.39	3
"SB071017TAWCSCB54D25BR2TR1I412"	"CB54"	25	37.80013	-76.17466	188682	117180	"ODU"	"e_15_1"	7	17	"07 17"	936	0.919285969718611	0.393590276656466	51420	0.779727095516569	33365.3125	283752.083333333	65.3694424242122	44.529223	24.703	23.8	2.12	7.53	2
"SB071017TAWCSCB71D20BR1TR1I408"	"CB71"	1	37.68346	-75.98966	701668	412534	"ODU"	"e_15_1"	7	17	"07 17"	937	0.912374757970728	0.40935595881562	42240	0.0555555555555556	32524.1666666667	275795.833333333	38.8596773349613	39.143141	29.22	16.94	7.47	8.22	3
"SB071017TAWCSCB71D20BR1TR1I417"	"CB71"	16	37.68346	-75.98966	110446	70238	"ODU"	"e_15_2"	7	17	"07 17"	937	0.912374757970728	0.40935595881562	42240	0.888888888888889	32524.1666666667	275795.833333333	81.9838115879317	46.3902055	25.573	22.39	2.42	7.56	2
"SB071017TAWCSCB61D11BR1TR1I404"	"CB61"	1	37.58847	-76.16216	162924	98685	"ODU"	"e_15_2"	7	17	"07 17"	936	0.919285969718611	0.393590276656466	45180	0.0826446280991736	33365.3125	283752.083333333	30.9675225533926	35.8850475	28.664	15.12	8.33	8.29	3
"SB071017TAWCSCB62D9BR1TR1I405"	"CB62"	1	37.4868	-76.15633	297513	185804	"ODU"	"e_15_1"	7	17	"07 17"	936	0.919285969718611	0.393590276656466	37980	0.0975609756097561	33365.3125	283752.083333333	34.9858394593324	37.8298735	28.41	16.42	7.74	8.2	3
"SB071017TAWCSCB63D10BR1TR1I406"	"CB63"	1	37.41153	-76.15966	135197	81313	"ODU"	"e_15_1"	7	17	"07 17"	936	0.919285969718611	0.393590276656466	35820	0.0879120879120879	33365.3125	283752.083333333	22.5177628199213	34.962625	28.394	16.97	7.34	8.12	3
"SB071017TAWCSCB72D20BR1TR1I409"	"CB72"	1	37.41153	-76.07966	207988	125029	"ODU"	"e_15_1"	7	17	"07 17"	937	0.912374757970728	0.40935595881562	49200	0.0466926070038911	32524.1666666667	275795.833333333	39.0938217266383	37.050814	29.564	16.71	7.96	8.3	3
"SB071017TAWCSCB73D12BR1TR1I410"	"CB73"	1	37.11681	-76.12521	195310	115594	"ODU"	"e_15_1"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	38700	0.0760233918128655	29979.2708333333	292847.916666667	28.9016118933828	36.7388115	27.39	20.83	7.17	8.18	3
"SB071017TAWCSCB73D12BR1TR1I419"	"CB73"	12	37.11681	-76.12521	110109	70111	"ODU"	"e_15_2"	7	17	"07 17"	940	0.890027576434676	0.455906693508459	38700	0.912280701754386	29979.2708333333	292847.916666667	91.4390166626777	39.4071095	20.059	29.58	6.7	7.95	2
"SB080717TAWCSCB22D11BR1TR1I423"	"CB22"	10	39.34873	-76.17579	401580	173353	"DNR"	"spr14"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	37380	0.829493087557604	22241.7708333333	466083.333333333	27.8854661321932	38.4413645	25.8	2.83	5	7.3	1
"SB082817TAWCSCB22D11BR2TR1I458"	"CB22"	11	39.34873	-76.17579	202866	106088	"DNR"	"spr14"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	37800	0.912442396313364	19938.0208333333	181655.208333333	49.5006568446947	43.218931	25.2	9.78	2.3	7.3	1
"SB080717TAWCSCB31D13BR1TR1I425"	"CB31"	13	39.2495	-76.2405	302510	188823	"DNR"	"e_15_2"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	34200	0.933908045977012	22241.7708333333	466083.333333333	51.9251527537682	47.5255705	25.7	10.17	1	7.3	1
"SB082817TAWCSCB31D13BR1TR1I459"	"CB31"	11	39.2495	-76.2405	503108	316529	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	34140	0.790229885057471	19938.0208333333	181655.208333333	20.6367961478156	46.5656345	25.4	15	0.4	7.2	2
"SB082817TAWCSCB32D10BR1TR1I460"	"CB32"	11	39.16369	-76.30631	101995	63666	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	30180	0.888888888888889	19938.0208333333	181655.208333333	21.2878682818817	47.442412	25.6	17.59	0	7.2	2
"SB080717TAWCSCB32D10BR1TR1I426"	"CB32"	10	39.16369	-76.30631	247476	122717	"DNR"	"spr14"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	30840	0.808080808080808	22241.7708333333	466083.333333333	64.4445793709684	46.466096	25.6	13.46	0.1	7.3	2
"SB082817TAWCSCB33CD5BR1TR1I456"	"CB33C"	0	38.99596	-76.35967	62338	38109	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	53520	0	19938.0208333333	181655.208333333	58.5612067944431	38.2882855	25.7	9.2	13.1	8.7	3
"SB081417TAWCSCB33CD2BR1TR1I589"	"CB33C"	2	38.99813	-76.35878	377292	205702	"Preheim"	"spr14"	8	17	"08 17"	968	0.577291616551727	0.816538051445916	33960	0.0789149198520345	25207.8125	349852.083333333	48.6921411590255	41.823025	25.89	8.39	7.83	8.26	3
"SB081417TAWCSCB33CD6BR1TR1I591"	"CB33C"	6	38.99813	-76.35878	384299	200905	"Preheim"	"spr14"	8	17	"08 17"	968	0.577291616551727	0.816538051445916	35340	0.236744759556104	25207.8125	349852.083333333	77.684154248404	44.513314	25.84	10.51	4.15	7.61	1
"SB081417TAWCSCB33CD8BR1TR1I592"	"CB33C"	8	38.99813	-76.35878	388797	203600	"Preheim"	"spr14"	8	17	"08 17"	968	0.577291616551727	0.816538051445916	35820	0.315659679408138	25207.8125	349852.083333333	85.0521701043609	51.975001	25.83	14.32	1.06	7.23	2
"SB081417TAWCSCB33CD10BR1TR1I593"	"CB33C"	10	38.99813	-76.35878	352175	183956	"Preheim"	"spr14"	8	17	"08 17"	968	0.577291616551727	0.816538051445916	36660	0.394574599260173	25207.8125	349852.083333333	26.8023795179629	52.9609945	25.8	16.8	0.23	7.2	2
"SB081417TAWCSCB33CD20BR1TR1I598"	"CB33C"	20	38.99813	-76.35878	285182	151385	"Preheim"	"spr14"	8	17	"08 17"	968	0.577291616551727	0.816538051445916	39660	0.789149198520345	25207.8125	349852.083333333	26.7040746213655	52.689638	25.83	21.03	0.13	7.32	2
"SB082817TAWCSCB33CD24BR1TR1I461"	"CB33C"	24	38.99596	-76.3596699999999	101611	66376	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	53520	0.946979038224414	19938.0208333333	181655.208333333	11.3664609364327	44.5940205	25.6	18.48	0.5	7.4	2
"SB080717TAWCSCB33CD24BR1TR1I427"	"CB33C"	24	38.99596	-76.35967	247120	137188	"DNR"	"spr14"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	56100	0.946979038224414	21497.6041666667	524660.416666667	48.0499451293844	50.7487855	25.6	17.93	0.49	7.4	2
"SB080717TAWCSCB42CD26BR1TR1I429"	"CB42C"	26	38.64618	-76.42127	766307	482370	"DNR"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	42900	0.943310657596372	21497.6041666667	524660.416666667	55.6871444093915	43.8759765	25.7	20.78	0.77	7.4	2
"SB082817TAWCSCB42CD26BR1TR1I463"	"CB42C"	26	38.64618	-76.42127	885334	537183	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	40920	0.943310657596372	19938.0208333333	181655.208333333	44.844357426869	49.222087	25.7	19.45	0.6	7.4	2
"SB080717TAWCSCB43CD27BR1TR1I430"	"CB43C"	26	38.55505	-76.42794	130222	81004	"DNR"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	36780	0.943894389438944	21497.6041666667	524660.416666667	39.937039681794	47.692163	25.4	21.9	1.4	7.5	2
"SB082817TAWCSCB43CD27BR1TR1I464"	"CB43C"	27	38.55505	-76.42794	230851	146243	"DNR"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	35400	0.98019801980198	19938.0208333333	181655.208333333	38.6707891532893	48.6437775	25.8	19.52	0.6	7.4	2
"SB080717TAWCSCB44D5BR1TR1I421"	"CB44"	0	38.41457	-76.34565	399861	243882	"DNR"	"e_15_2"	8	17	"08 17"	962	0.658401584698049	0.752666827532008	53340	0	21345.1041666667	573252.083333333	34.2187777349422	39.57113	25.9	12	7.6	8.1	3
"SB082817TAWCSCB44D5BR1TR1I455"	"CB44"	0	38.41457	-76.34565	114092	65659	"DNR"	"e_15_2"	8	17	"08 17"	984	0.333468778918188	0.94276114339042	59820	0	20495.9375	187316.666666667	56.4562294552811	48.938328	25.6	12	8.4	8.2	3
"SB080717TAWCSCB44D31BR1TR1I431"	"CB44"	31	38.41457	-76.34565	129617	81015	"DNR"	"e_15_2"	8	17	"08 17"	962	0.658401584698049	0.752666827532008	53340	0.964730290456432	21345.1041666667	573252.083333333	74.7200887597531	52.9039525	25.1	22.81	2	7.6	2
"SB082817TAWCSCB44D31BR1TR1I465"	"CB44"	31	38.41457	-76.34565	82487	51167	"DNR"	"e_15_2"	8	17	"08 17"	984	0.333468778918188	0.94276114339042	59820	0.964730290456432	20495.9375	187316.666666667	60.3655901664485	49.900727	26.3	19.94	1.8	7.5	2
"SB080717TAWCSCB51D33BR1TR1I432"	"CB51"	33	38.3187	-76.29215	385721	242724	"DNR"	"e_15_2"	8	17	"08 17"	962	0.658401584698049	0.752666827532008	50100	0.958064516129032	21345.1041666667	573252.083333333	52.1826872068577	49.6046475	25.1	22.81	2.4	7.6	2
"SB082817TAWCSCB51D33BR1TR1I466"	"CB51"	33	38.3187	-76.29215	176343	97883	"DNR"	"spr14"	8	17	"08 17"	984	0.333468778918188	0.94276114339042	57120	0.958064516129032	20495.9375	187316.666666667	34.2411365757605	46.01365	26.3	20.43	4.6	7.8	2
"SB080717TAWCSCB53D5BR1TR1I420"	"CB53"	0	37.91011	-76.17137	68998	40712	"DNR"	"e_15_2"	8	17	"08 17"	962	0.658401584698049	0.752666827532008	39780	0	21345.1041666667	573252.083333333	44.3287597615136	39.668066	26.1	13.93	7.1	8.1	3
"SB082817TAWCSCB53D5BR1TR1I454"	"CB53"	0	37.91011	-76.17137	78724	48378	"DNR"	"e_15_2"	8	17	"08 17"	984	0.333468778918188	0.94276114339042	48120	0	20495.9375	187316.666666667	69.4414586551692	45.5634585	25	15.07	7.4	8	2
"SB082817TAWCSCB53D25BR1TR1I468"	"CB53"	25	37.91011	-76.17137	104409	66197	"DNR"	"e_15_2"	8	17	"08 17"	984	0.333468778918188	0.94276114339042	48120	0.939597315436242	20495.9375	187316.666666667	71.5801704920506	47.072827	25.7	20.01	5.5	7.9	2
"SB082817TAWCSCB54D25BR1TR1I470"	"CB54"	1	37.80013	-76.17466	116186	71343	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	49980	0.0311890838206628	18661.8541666667	158044.583333333	27.8347009619571	42.0935185	24.364	16.12	8.31	8.05	3
"SB080717TAWCSCB54D25BR2TR1I437"	"CB54"	1	37.80013	-76.17466	27513	10476	"ODU"	"spr14"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	51600	0.0311890838206628	21497.6041666667	524660.416666667	46.5493804158497	38.2472515	26.961	15.04	8.21	8.14	3
"SB080717TAWCSCB54D25BR2TR1I446"	"CB54"	25	37.80013	-76.17466	177172	109095	"ODU"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	51600	0.779727095516569	21497.6041666667	524660.416666667	63.3413670604957	47.0723725	25.089	22.76	2.13	7.48	2
"SB082817TAWCSCB54D25BR2TR1I480"	"CB54"	25	37.80013	-76.17466	118725	74556	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	49980	0.779727095516569	18661.8541666667	158044.583333333	79.6955979393419	47.787232	24.193	24.94	4.45	7.7	2
"SB080717TAWCSCB71D20BR1TR1I442"	"CB71"	1	37.68346	-75.98966	139638	88133	"ODU"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	40680	0.0555555555555556	21497.6041666667	524660.416666667	38.9656409944441	39.432788	25.778	18.47	7.3	8.09	3
"SB080717TAWCSCB71D20BR1TR1I451"	"CB71"	16	37.68346	-75.98966	158432	87592	"ODU"	"spr14"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	40680	0.888888888888889	21497.6041666667	524660.416666667	61.7835423109577	47.7308485	25.309	22	3.28	7.65	2
"SB080717TAWCSCB61D11BR1TR1I447"	"CB61"	12	37.58847	-76.16216	80643	48655	"ODU"	"e_15_2"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	28260	0.991735537190083	22241.7708333333	466083.333333333	44.8511171786391	45.584228	25.225	21.85	3.25	7.69	2
"SB080717TAWCSCB62D9BR1TR1I439"	"CB62"	1	37.4868	-76.15633	815178	497131	"ODU"	"e_15_2"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	36600	0.0975609756097561	22241.7708333333	466083.333333333	35.686141378429	41.421879	25.9	17.43	7.26	8.13	3
"SB082817TAWCSCB62D9BR1TR1I473"	"CB62"	1	37.4868	-76.15633	845829	528502	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	36180	0.0975609756097561	18661.8541666667	158044.583333333	53.7177828712476	49.296759	24.033	17.11	7.88	8.03	3
"SB082817TAWCSCB62D9BR1TR1I482"	"CB62"	10	37.4868	-76.15633	319711	199708	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	36180	0.975609756097561	18661.8541666667	158044.583333333	94.0103238165864	49.792657	23.953	24.56	4.88	7.73	2
"SB080717TAWCSCB62D9BR1TR1I448"	"CB62"	9	37.4868	-76.1563299999999	127777	65401	"ODU"	"spr14"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	36600	0.878048780487805	22241.7708333333	466083.333333333	50.6242976742436	44.5681315	25.534	20.15	4.3	7.8	2
"SB080717TAWCSCB63D10BR1TR1I440"	"CB63"	1	37.41153	-76.15966	65181	39813	"ODU"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	33060	0.0879120879120879	21497.6041666667	524660.416666667	39.9427275675876	47.4740175	25.51	18.38	6.79	8.09	3
"SB082817TAWCSCB63D10BR1TR1I474"	"CB63"	1	37.41153	-76.15966	102359	63715	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	33960	0.0879120879120879	18661.8541666667	158044.583333333	60.0472156021686	43.903511	23.925	17.99	7.7	7.95	3
"SB080717TAWCSCB72D20BR1TR1I443"	"CB72"	1	37.41153	-76.07966	108227	55510	"ODU"	"spr14"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	41220	0.0466926070038911	22241.7708333333	466083.333333333	52.2860208858233	41.95799	25.599	18.92	7.77	8.17	3
"SB080717TAWCSCB63D10BR1TR1I449"	"CB63"	10	37.41153	-76.15966	108552	66443	"ODU"	"e_15_2"	8	17	"08 17"	963	0.645348113229551	0.763888612790542	33060	0.879120879120879	21497.6041666667	524660.416666667	57.2005826508197	45.710984	25.103	22.53	4.49	7.8	2
"SB082817TAWCSCB63D10BR1TR1I483"	"CB63"	9	37.41153	-76.15966	221328	137613	"ODU"	"e_15_2"	8	17	"08 17"	990	0.234491389570408	0.972118196629062	33960	0.791208791208791	18661.8541666667	158044.583333333	77.7391629456418	46.963408	23.896	25.1	4.98	7.73	2
"SB080717TAWCSCB72D20BR1TR1I452"	"CB72"	21	37.41153	-76.07966	122840	76517	"ODU"	"e_15_2"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	41220	0.980544747081712	22241.7708333333	466083.333333333	73.025442079213	46.282139	24.889	24.27	4.59	7.78	2
"SB080717TAWCSCB73D12BR1TR1I444"	"CB73"	1	37.11681	-76.1252100000001	426988	262334	"ODU"	"e_15_2"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	51360	0.0760233918128655	22241.7708333333	466083.333333333	38.0276031410937	42.2116375	25.968	21.66	7.62	8.07	3
"SB082817TAWCSCB73D12BR1TR1I478"	"CB73"	1	37.11681	-76.12521	99770	62762	"ODU"	"e_15_2"	8	17	"08 17"	985	0.317191288589105	0.948361580012172	40500	0.0760233918128655	19938.0208333333	181655.208333333	51.677348443937	44.088883	24.839	22.66	8	8.09	3
"SB080717TAWCSCB73D12BR1TR1I453"	"CB73"	12	37.11681	-76.12521	186237	101147	"ODU"	"spr14"	8	17	"08 17"	964	0.63210341118735	0.77488404136704	51360	0.912280701754386	22241.7708333333	466083.333333333	78.6364921661253	39.5450715	23.38	27.92	6.36	7.87	2
"SB091817TAWCSCB33CD5BR1TR1I490"	"CB33C"	0	38.99596	-76.35967	614054	381819	"DNR"	"e_15_2"	9	17	"09 17"	1011	-0.124479263886787	0.992222209417932	54660	0	13301.125	82687.7083333333	29.1316841339113	36.9726805	24.9	13.33	9.1	8.3	3
"SB091817TAWCSCB33CD24BR1TR1I495"	"CB33C"	24	38.99596	-76.35967	92163	57500	"DNR"	"e_15_2"	9	17	"09 17"	1011	-0.124479263886787	0.992222209417932	54660	0.946979038224414	13301.125	82687.7083333333	75.7698486748548	49.8882235	23.6	19.17	1.3	7.3	2
"SB091817TAWCSCB42CD26BR1TR1I497"	"CB42C"	26	38.64618	-76.42127	1089369	673213	"DNR"	"e_15_2"	9	17	"09 17"	1011	-0.124479263886787	0.992222209417932	41400	0.943310657596372	13301.125	82687.7083333333	71.2720042654706	51.111422	23.4	21.2	3.9	7.6	2
"SB091817TAWCSCB43CD27BR1TR1I498"	"CB43C"	27	38.55505	-76.42794	205212	126186	"DNR"	"e_15_2"	9	17	"09 17"	1011	-0.124479263886787	0.992222209417932	35520	0.98019801980198	13301.125	82687.7083333333	59.4773564160668	49.360689	23.5	21.76	4.3	7.7	2
