SampleID	StationName	DateMMDDYY	DepthName	sequencing ID	CollectionAgency	sequencing_ID	Month	Year	Month_Year	Salinity_Group	Time	Actual Depth (m)	Temp (°C)	Conductivity (μS/cm)	Specific Conductivity (μS/cm)	Total Dissolved Solids (mg/L)	Salinity (PSU)	ODO (% sat)	ODO (mg/L)	Pressure (psi)	pH	ORP (mV)	Turbidity (FNU)	Station	CHLA	DIN	DO	DOC	DON	DOP	FSS	KD	NH4F	NO23F	NO2F	NO3F	PC	PH	PHEO	PN	PO4F	PP	SALINITY	SECCHI	SIF	SIGMA_T	SPCOND	TDN	TDP	TN	TON	TP	TSS	VSS	WTEMP	TotalDepth
SB041117TAWCSCB71D20BR2TR1I315	CB71	041017	16	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	15:23:00													CB7.1	5.874	0.0031000000000000003	8.59		0.19755	0.005900000000000001	6.06		0.0038	0.0003	0.0002	0.0001	0.77268	8.03	0.40584	0.12016	0.0009	0.0154	20.89		0.0305	15.858629999999998	33383.0	0.2006	0.0066	0.3208	0.3177	0.022000000000000002	8.82	2.76	11.57	17.0
SB041117TAWCSCB61D11BR1TR1I302	CB61	041117	01	esakows1_152133_plate_2	ODU	e_15_2	04	17	04 17	Polyhaline	11:26:00													CB6.1	5.4468	0.0031000000000000003	10.41	2.678	0.21535	0.006	3.87		0.0038	0.0003	0.0002	0.0001	0.86906	8.33	0.332	0.11155	0.0009	0.0093	17.68		0.0049	13.22311	28629.0	0.2184	0.0067	0.3299	0.32685	0.016	5.76	2.8575	12.511	12.0
SB041117TAWCSCB61D11BR1TR1I311	CB61	041117	11	esakows1_152133_plate_2	ODU	e_15_2	04	17	04 17	Polyhaline	11:26:00													CB6.1	5.1264	0.0031000000000000003	8.82		0.17295	0.0054	4.22		0.0038	0.0003	0.0002	0.0001	0.5647800000000001	8.12	0.332	0.08715	0.0009	0.0098	21.86		0.0288	16.623179999999998	34796.0	0.17600000000000002	0.0061	0.2632	0.2601	0.0159	6.34	2.12	11.493	12.0
SB041117TAWCSCB62D9BR1TR1I303	CB62	041117	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	13:40:00													CB6.2	4.806	0.0031000000000000003	10.14		0.19005	0.004999999999999999	3.87		0.0038	0.0003	0.0002	0.0001	0.70749	8.3	0.332	0.08791	0.0009	0.0092	18.42		0.0054	13.78607	29723.0	0.1931	0.0057	0.281	0.27795000000000003	0.0149	5.92	3.0175	12.569	10.0
SB041117TAWCSCB62D9BR1TR1I312	CB62	041117	09	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	13:40:00													CB6.2	7.2624	0.0031000000000000003	9.07		0.17855	0.0053	6.3		0.0038	0.0003	0.0002	0.0001	0.71225	8.19	0.332	0.0994	0.0009	0.0123	20.7		0.0219	15.75043	33112.0	0.1816	0.006	0.281	0.2779	0.0183	8.96	2.66	11.318	10.0
SB041117TAWCSCB63D10BR1TR1I304	CB63	041117	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	14:18:00													CB6.3	3.2039999999999997	0.0031000000000000003	9.73		0.1963	0.00745	5.24		0.0038	0.0003	0.0002	0.0001	0.56419	8.23	0.332	0.07531	0.0009	0.0103	20.32		0.0131	15.12666	32490.0	0.1994	0.0081	0.2747	0.27165	0.0184	7.6	2.36	13.323	11.0
SB041117TAWCSCB72D20BR1TR1I307	CB72	041017	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	13:40:00													CB7.2	2.67	0.0031000000000000003	9.76		0.22615	0.0043	5.4		0.0038	0.0003	0.0003	0.0	0.48662	8.13	0.332	0.06808	0.0009	0.0086	20.58		0.0149	15.44121	32888.0	0.2292	0.005	0.2973	0.2942	0.0136	7.62	2.22	12.66	22.0
SB041117TAWCSCB63D10BR2TR1I313	CB63	041117	10	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	14:18:00													CB6.3	6.6216	0.0031000000000000003	9.16		0.18125	0.0049	7.48		0.0038	0.0003	0.0002	0.0001	0.75337	8.2	0.332	0.1074	0.0009	0.0142	20.67		0.0199	15.6666	33055.0	0.1843	0.0056	0.2917	0.2886	0.0198	10.2	2.72	11.706	11.0
SB041117TAWCSCB72D20BR1TR1I316	CB72	041017	21	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	13:40:00													CB7.2	3.8448	0.0042	8.27		0.17	0.0049	13.38		0.0038	0.0004	0.0005	-0.0001	0.63039	8.05	0.93984	0.09364	0.0029	0.0189	24.37		0.0754	18.53877	38408.0	0.1755	0.0078	0.2691	0.26585000000000003	0.0267	16.12	2.74	11.687000000000001	22.0
SB041117TAWCSCB73D12BR1TR1I308	CB73	041017	01	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	11:19:00													CB7.3	2.136	0.0031000000000000003	9.39		0.15845	0.004999999999999999	6.02		0.0038	0.0003	0.0002	0.0001	0.35372	8.08	0.332	0.05165	0.0009	0.0086	23.57		0.0258	17.83154	37226.0	0.1615	0.0057	0.2132	0.2101	0.0143	8.46	2.44	12.206	13.0
SB041117TAWCSCB73D12BR1TR1I317	CB73	041017	12	esakows1_152133_plate_1	ODU	e_15_1	04	17	04 17	Polyhaline	11:19:00													CB7.3	2.5632	0.0031000000000000003	8.99		0.14245	0.0061	8.68		0.0038	0.0003	0.0002	0.0001	0.4798	8.07	0.35244000000000003	0.07589	0.0013	0.0105	25.44		0.0345	19.33569	39921.0	0.1455	0.0074	0.2214	0.2183	0.0179	11.32	2.64	11.883	13.0
SB050817TAWCSCB22D11BR1TR1I322	CB22	051117	11	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Oligohaline	10:12:00													CB2.2	2.8480000000000003	0.802	10.1		0.358	0.0069			0.051	0.7509999999999999	0.0061	0.7449	1.61	7.6	3.6310000000000002	0.172	0.0151	0.0481	0.0			-0.7774399999999999	285.0	1.16	0.022000000000000002	1.3319999999999999	0.53	0.0701	37.3		14.6	12.5
SB050817TAWCSCB31D13BR1TR1I323	CB31	051117	13	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Oligohaline	09:31:00													CB3.1	4.628	0.483	4.0		0.257	0.0057			0.17800000000000002	0.305	0.009000000000000001	0.29600000000000004	2.9	7.2	9.826	0.336	0.0071	0.0766	9.14			6.2229800000000015	16000.0	0.74	0.0128	1.0759999999999998	0.593	0.0894	66.0		15.0	14.5
SB050817TAWCSCB32D10BR2TR1I324	CB32	051117	09	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	08:55:00													CB3.2	5.126	0.474	2.7		0.276	0.008			0.20199999999999999	0.272	0.0088	0.2632	1.23	7.1	5.041	0.18	0.0056	0.0326	10.5			7.33825	18100.0	0.75	0.0136	0.93	0.456	0.0462	21.5		14.6	13.0
SB050817TAWCSCB33CD5BR1TR1I320	CB33C	051017	00	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	15:01:00													CB3.3C	9.505	0.5734999999999999	10.5		0.2715	0.0048	4.4		0.0145	0.5589999999999999	0.006	0.5529999999999999	1.215	8.4	2.6060000000000003	0.182	0.00185	0.02555	2.71	0.6	1.18	0.81576	5500.0	0.845	0.00665	1.027	0.4535	0.0322	7.0	3.2	17.6	25.5
SB050817TAWCSCB33CD24BR1TR1I325	CB33C	051017	24	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	15:01:00													CB3.3C	5.34	0.3365	1.1		0.2985	0.007050000000000002			0.22699999999999998	0.1095	0.0063	0.1032	0.735	7.1	3.5565	0.132	0.0027	0.01865	16.02			11.94068	26400.0	0.635	0.00975	0.767	0.4305	0.0284	7.4		12.5	25.5
SB050817TAWCSCB42CD26BR1TR1I327	CB42C	051017	26	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	11:18:00													CB4.2C	1.2819999999999998	0.2394	2.1		0.2606	0.0097			0.185	0.0544	0.0039	0.0505	0.369	7.2	0.74	0.0702	0.0032	0.0085	18.21			13.39824	29600.0	0.5	0.0129	0.5702	0.3308	0.0214	7.7		13.9	27.5
SB050817TAWCSCB43CD27BR1TR1I328	CB43C	051017	26	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	09:48:00													CB4.3C	1.469	0.1889	2.3		0.2911	0.0095			0.156	0.0329	0.0038	0.0291	0.45	7.2	0.868	0.0848	0.0029	0.0094	18.41			13.51676	29900.0	0.48	0.0124	0.5648	0.3759	0.0218	6.5		14.1	27.5
SB050817TAWCSCB44D31BR1TR1I329	CB44	050917	31	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	14:19:00													CB4.4	1.495	0.1894	2.8		0.2806	0.0065			0.142	0.0474	0.0042	0.0432	0.49	7.3	0.897	0.096	0.0027	0.0112	19.11			14.00125	30900.0	0.47	0.0092	0.5660000000000001	0.3766	0.0204	13.5		14.4	32.5
SB050817TAWCSCB51D33BR1TR1I330	CB51	050917	34	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	13:28:00													CB5.1	2.35	0.1484	3.8		0.2816	0.0074			0.121	0.0274	0.0029	0.0245	0.634	7.4	0.94	0.12300000000000001	0.0028	0.0147	19.45			14.0735	31400.0	0.43	0.0102	0.5529999999999999	0.4046	0.0249	7.3		15.4	35.0
SB050817TAWCSCB53D5BR1TR1I318	CB53	050917	00	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	10:38:00													CB5.3	7.476	0.23600000000000002	8.9		0.14400000000000002	0.0066			0.035	0.201	0.0044	0.1966	0.904	8.1	0.74	0.166	0.003	0.0086	14.73	1.4		10.12007	24500.0	0.38	0.0096	0.546	0.31	0.0182	4.3		17.1	27.0
SB050817TAWCSCB53D25BR2TR1I333	CB53	050917	26	esakows1_152133_plate_1	DNR	e_15_1	05	17	05 17	Mesohaline	10:38:00													CB5.3		0.1435	5.1		0.2765	0.0089			0.11699999999999999	0.0265	0.0063	0.0202	0.447	7.6		0.086	0.0031	0.0091	19.66			13.97279	31700.0	0.42	0.012	0.506	0.3625	0.0211	6.8		16.7	27.0
SB050817TAWCSCB54D25BR1TR1I334	CB54	050917	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Mesohaline	09:25:00													CB5.4	6.942	0.040999999999999995	8.68		0.2185	0.0024	3.87		0.0057	0.0353	0.0027	0.0326	0.72324	8.16	0.332	0.12364	0.0047	0.0103	15.63		0.1711	10.77431	25530.0	0.2595	0.0071	0.3831	0.3421	0.0174	4.23	0.27	17.265	33.0
SB050817TAWCSCB54D25BR1TR1I343	CB54	050917	26	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Mesohaline	09:25:00													CB5.4			5.18											7.71					19.77			13.99681	31649.0								16.987000000000002	33.0
SB050817TAWCSCB71D20BR1TR1I340	CB71	050917	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	14:19:00													CB7.1	8.01	0.0031000000000000003	8.73		0.2159	0.0061	3.87		0.0038	0.0003	0.0002	0.0001	0.8185100000000001	8.13	0.5874	0.11859	0.0009	0.012	18.58		0.1954	12.80448	29915.0	0.21899999999999997	0.0068	0.3376	0.3345	0.0188	6.4	3.4975	18.299	22.0
SB050817TAWCSCB71D20BR2TR1I349	CB71	050917	21	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	14:19:00													CB7.1	4.0584	0.0171	6.95		0.2	0.005549999999999999	6.9		0.0153	0.0018	0.0006	0.0012	0.5313899999999999	7.98	1.1748	0.09488	0.0009	0.0135	19.56		0.2703	13.68314	31341.0	0.2178	0.0062	0.3127		0.0197	9.84	2.94	17.702	22.0
SB050817TAWCSCB61D11BR1TR1I336	CB61	050817	01	esakows1_152133_plate_2	ODU	e_15_2	05	17	05 17	Polyhaline	17:38:00													CB6.1	6.942	0.0031000000000000003	9.25	2.6180000000000003	0.20295	0.0057	3.87		0.0038	0.0003	0.0002	0.0001	0.92598	8.24	0.6087600000000001	0.12014	0.0013	0.0099	17.38		0.1549	11.99534	28135.0	0.20600000000000002	0.006999999999999999	0.3261	0.32305	0.0169	4.23	0.27	17.813	12.0
SB050817TAWCSCB61D11BR1TR1I345	CB61	050817	11	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	17:38:00													CB6.1	4.3788	0.0278	6.32		0.2032	0.0028	5.66		0.0245	0.0033	0.0013	0.002	0.39733	7.89	0.7048800000000001	0.05524	0.003	0.0114	19.38		0.2749	13.55855	31079.0	0.231	0.0058	0.2862	0.2584	0.0172	8.86	3.2	17.643	12.0
SB050817TAWCSCB62D9BR1TR1I337	CB62	050817	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	15:28:00													CB6.2	7.0488	0.0031000000000000003	9.23		0.2069	0.0053	3.87		0.0038	0.0003	0.0002	0.0001	0.8409399999999999	8.21	0.332	0.10877	0.001	0.0102	17.76		0.1703	12.28684	28706.0	0.21	0.0063	0.3188	0.3157	0.0165	4.23	0.27	17.805999999999997	10.0
SB050817TAWCSCB62D9BR1TR1I346	CB62	050817	09	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	15:28:00													CB6.2	3.3108	0.0106	7.71		0.21	0.0055	19.14		0.0087	0.0019	0.0003	0.0016	0.86465	8.03	0.8009999999999999	0.13257	0.001	0.02	18.53		0.2157	12.95868	29835.0	0.2177	0.0065	0.3503		0.0265	23.02	3.88	17.414	10.0
SB050817TAWCSCB63D10BR1TR1I338	CB63	050917	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	16:10:00													CB6.3	8.1168	0.0031000000000000003	9.23		0.2051	0.0069	3.87		0.0038	0.0003	0.0002	0.0001	0.95154	8.24	0.8544	0.1254	0.0013	0.0148	18.77		0.2171	12.95374	30188.0	0.2082	0.0082	0.3336	0.33055	0.023	5.98	3.0775	18.279	12.0
SB050817TAWCSCB72D20BR1TR1I341	CB72	050817	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	14:34:00													CB7.2	7.1556	0.0031000000000000003	8.98		0.1983	0.0047	3.87		0.0038	0.0003	0.0004	-0.0001	0.90359	8.17	0.332	0.12558	0.0022	0.0123	19.35		0.1889	13.46911	31041.0	0.2014	0.0069	0.327	0.3239	0.0192	4.48	1.5775	17.948	19.0
SB050817TAWCSCB63D10BR2TR1I347	CB63	050917	11	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	16:10:00													CB6.3	5.34	0.0104	7.43		0.2	0.0066	15.68		0.0092	0.0012	0.0003	0.0009	1.03616	8.04	1.61268	0.15664	0.0013	0.0205	20.32		0.2603	14.30905	32445.0	0.2089	0.0079	0.3655		0.0284	19.6	3.92	17.492	12.0
SB050817TAWCSCB72D20BR1TR1I350	CB72	050817	18	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	14:34:00													CB7.2	1.8156	0.040999999999999995	6.54		0.14	0.0058	15.25		0.0396	0.0014	0.0003	0.0011	0.56679	7.94	1.39908	0.08241	0.0089	0.0184	27.67		0.207	19.99159	42925.0	0.1793	0.0147	0.2617		0.0331	19.35	4.1	17.209	19.0
SB050817TAWCSCB73D12BR1TR1I342	CB73	050817	01	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	11:36:00													CB7.3	3.5244	0.0031000000000000003	8.37		0.17645	0.0046	3.87		0.0038	0.0003	0.0002	0.0001	0.58494	8.04	0.36312	0.08689	0.0025	0.0111	23.32		0.1592	16.545579999999998	36767.0	0.1795	0.0071	0.2664	0.2633	0.0182	4.58	1.6775	17.739	13.0
SB050817TAWCSCB73D12BR1TR1I351	CB73	050817	12	esakows1_152133_plate_1	ODU	e_15_1	05	17	05 17	Polyhaline	11:36:00													CB7.3	3.9516	0.0031000000000000003	7.46		0.17135	0.006999999999999999	5.18		0.0038	0.0003	0.0003	0.0	0.52387	8.0	0.45924	0.08954	0.0025	0.013000000000000001	25.36		0.1564	18.16541	39677.0	0.1744	0.0095	0.2639	0.26085	0.0225	8.42	3.24	17.468	13.0
SB060517TAWCSCB22D11BR2TR1I356	CB22	060817	11	esakows1_152133_plate_1	DNR	e_15_1	06	17	06 17	Oligohaline	10:17:00													CB2.2	2.99	0.541	3.2		0.259	0.0055			0.16399999999999998	0.377	0.0088	0.3682	1.28	7.2	5.382999999999999	0.185	0.0069	0.0394	5.04			2.07388	9430.0	0.8	0.0124	0.985	0.444	0.0518	29.0		20.2	12.5
SB060517TAWCSCB31D13BR1TR1I357	CB31	060817	13	esakows1_152133_plate_1	DNR	e_15_1	06	17	06 17	Oligohaline	09:30:00													CB3.1	1.495	0.3462	0.4		0.2838	0.0093			0.251	0.0952	0.0178	0.0774	0.848	7.1	3.588	0.16	0.0081	0.0225	10.37			6.56358	17900.0	0.63	0.0174	0.79	0.4438	0.0399	12.0		18.2	14.5
SB062617TAWCSCB31D13BR1TR1I357	CB31	062817	13	sprehei1_149186	DNR	spr14	06	17	06 17	Oligohaline	09:23:00													CB3.1	2.403	0.387	3.0		0.363	0.0048			0.26	0.127	0.0066	0.1204	1.93	7.3	7.877000000000001	0.254	0.0256	0.0556	7.3			2.75319	13100.0	0.75	0.0304	1.004	0.617	0.086	40.0		24.5	14.0
SB060517TAWCSCB32D10BR2TR1I358	CB32	060817	10	esakows1_152133_plate_1	DNR	e_15_1	06	17	06 17	Mesohaline	08:50:00													CB3.2			0.3											7.1					12.59			8.38252	21300.0								17.6	13.5
SB061517TAWCSCB33CD0BR2TR1I558	CB33C	061517	00	esakows1_152133_plate_2	Preheim	e_15_2	06	17	06 17	Mesohaline	09:02:00	0.205	23.903	11834.0	12085.0	7850.0	6.89	91.7	7.58	0.271	7.88	112.6	3.37																																	
SB060117TAWCSCB33CD0BR2TR1I542	CB33C	060117	00	Keith_Maeve1_138650	Preheim	KM	06	17	06 17	Mesohaline	09:44:00	0.07	19.67	8634.0	9614.0	6249.0	5.42	96.9	8.61	0.115	7.7	26.1	3.02																																	
SB060517TAWCSCB33CD5BR1TR1I354	CB33C	060717	00	esakows1_152133_plate_1	DNR	e_15_1	06	17	06 17	Mesohaline	15:03:00													CB3.3C	18.583	0.251	8.9		0.239	0.0039	17.6		0.06	0.191	0.0062	0.1848	1.69	8.3	4.144	0.322	0.0049	0.0256	5.88	1.1	1.37	2.46717	10800.0	0.49	0.0088	0.812	0.561	0.0344	22.4	4.8	21.3	25.5
SB060117TAWCSCB33CD1BR1TR1I525	CB33C	060117	01	Keith_Maeve1_138650	Preheim	KM	06	17	06 17	Mesohaline	09:56:00	1.0	19.63	8696.0	9684.0	6296.0	5.46	100.0	8.84	1.447	7.77	32.9	3.26																																	
SB061517TAWCSCB33CD2BR1TR1I561	CB33C	061517	02	esakows1_152133_plate_2	Preheim	e_15_2	06	17	06 17	Mesohaline	09:13:00	2.075	23.693	12896.5	13141.9	8457.0	7.5	79.3	6.43	2.998	7.63	101.8	3.49																																	
